Date,Country,State/Province,Confirmed,Deaths,Recovered,Active,Tests Conducted
2020-11-25,India,Kerala,2459,97,2003,359,8594
2020-11-25,India,Delhi,4472,190,1558,2724,9209
2020-11-25,USA,New York,4810,43,349,4418,11591
2020-11-25,USA,California,3356,119,1890,1347,9670
2020-11-25,USA,Texas,3303,118,1902,1283,11711
2020-11-25,Brazil,São Paulo,1250,9,789,452,9124
2020-11-25,Brazil,Rio de Janeiro,200,2,81,117,7449
2020-11-25,Brazil,Bahia,1223,25,748,450,2451
2020-11-25,Italy,Lombardy,3558,169,707,2682,7032
2020-11-25,Italy,Lazio,4857,242,1506,3109,9412
2020-11-25,Italy,Veneto,776,1,400,375,9513
2020-11-25,South Africa,Gauteng,1227,17,690,520,5467
2020-11-25,South Africa,KwaZulu-Natal,177,7,100,70,3770
2020-11-25,South Africa,Western Cape,2486,106,2250,130,8035
2020-11-26,India,Maharashtra,1865,24,996,845,11042
2020-11-26,India,Kerala,3545,111,654,2780,12529
2020-11-26,India,Delhi,489,11,54,424,2585
2020-11-26,USA,New York,2648,122,2489,37,8388
2020-11-26,USA,California,1158,15,1062,81,10255
2020-11-26,USA,Texas,1772,53,1004,715,2984
2020-11-26,Brazil,São Paulo,2523,80,649,1794,9070
2020-11-26,Brazil,Rio de Janeiro,2544,109,499,1936,5664
2020-11-26,Brazil,Bahia,4338,72,2794,1472,11455
2020-11-26,Italy,Lombardy,1049,23,969,57,3083
2020-11-26,Italy,Lazio,145,7,94,44,7977
2020-11-26,Italy,Veneto,2016,26,1934,56,8360
2020-11-26,South Africa,Gauteng,1912,40,1298,574,10713
2020-11-26,South Africa,KwaZulu-Natal,2298,71,1395,832,8722
2020-11-26,South Africa,Western Cape,1592,16,659,917,6342
2020-11-27,India,Maharashtra,4856,156,1941,2759,9937
2020-11-27,India,Kerala,4002,144,1924,1934,5319
2020-11-27,India,Delhi,2567,24,1573,970,5997
2020-11-27,USA,New York,2634,20,2167,447,11677
2020-11-27,USA,California,3790,154,2981,655,9148
2020-11-27,USA,Texas,548,14,398,136,4713
2020-11-27,Brazil,São Paulo,2262,91,586,1585,9222
2020-11-27,Brazil,Rio de Janeiro,483,15,126,342,5142
2020-11-27,Brazil,Bahia,25,1,11,13,8931
2020-11-27,Italy,Lombardy,4602,37,2234,2331,10845
2020-11-27,Italy,Lazio,3970,80,2477,1413,13756
2020-11-27,Italy,Veneto,1638,24,1223,391,4610
2020-11-27,South Africa,Gauteng,2421,93,248,2080,6614
2020-11-27,South Africa,KwaZulu-Natal,4288,204,2064,2020,9915
2020-11-27,South Africa,Western Cape,2033,101,770,1162,9963
2020-11-28,India,Maharashtra,89,2,33,54,4435
2020-11-28,India,Kerala,1180,18,51,1111,2652
2020-11-28,India,Delhi,3452,20,1509,1923,12069
2020-11-28,USA,New York,1209,28,782,399,4780
2020-11-28,USA,California,4864,113,2573,2178,7629
2020-11-28,USA,Texas,2240,58,1130,1052,6480
2020-11-28,Brazil,São Paulo,4968,116,2332,2520,8636
2020-11-28,Brazil,Rio de Janeiro,4804,32,2644,2128,6081
2020-11-28,Brazil,Bahia,1015,3,888,124,7364
2020-11-28,Italy,Lombardy,4526,122,3021,1383,7848
2020-11-28,Italy,Lazio,2582,96,2253,233,3999
2020-11-28,Italy,Veneto,3557,165,1326,2066,11037
2020-11-28,South Africa,Gauteng,1458,41,1255,162,3023
2020-11-28,South Africa,KwaZulu-Natal,2317,41,161,2115,11700
2020-11-28,South Africa,Western Cape,457,22,365,70,3617
2020-11-29,India,Maharashtra,4068,16,3796,256,6180
2020-11-29,India,Kerala,1146,9,209,928,10711
2020-11-29,India,Delhi,1338,30,188,1120,8241
2020-11-29,USA,New York,2925,86,332,2507,10685
2020-11-29,USA,California,2814,17,2017,780,10376
2020-11-29,USA,Texas,4465,15,4298,152,12286
2020-11-29,Brazil,São Paulo,3243,39,2245,959,5708
2020-11-29,Brazil,Rio de Janeiro,1697,57,325,1315,4585
2020-11-29,Brazil,Bahia,2136,29,980,1127,4061
2020-11-29,Italy,Lombardy,4568,6,429,4133,9262
2020-11-29,Italy,Lazio,3921,10,172,3739,8509
2020-11-29,Italy,Veneto,1905,19,1782,104,5160
2020-11-29,South Africa,Gauteng,4100,81,1322,2697,11449
2020-11-29,South Africa,KwaZulu-Natal,3242,4,2089,1149,8987
2020-11-29,South Africa,Western Cape,4032,6,2742,1284,11830
2020-11-30,India,Maharashtra,4505,17,328,4160,8783
2020-11-30,India,Kerala,4830,9,1710,3111,9590
2020-11-30,India,Delhi,4773,125,58,4590,11497
2020-11-30,USA,New York,660,23,521,116,4349
2020-11-30,USA,California,3253,54,623,2576,13038
2020-11-30,USA,Texas,60,2,17,41,7192
2020-11-30,Brazil,São Paulo,4185,99,654,3432,8487
2020-11-30,Brazil,Rio de Janeiro,4977,65,2740,2172,9184
2020-11-30,Brazil,Bahia,2679,66,1608,1005,5631
2020-11-30,Italy,Lombardy,2337,57,118,2162,10636
2020-11-30,Italy,Lazio,4942,247,4192,503,12588
2020-11-30,Italy,Veneto,1676,23,230,1423,3358
2020-11-30,South Africa,Gauteng,3174,27,3042,105,7542
2020-11-30,South Africa,KwaZulu-Natal,1639,72,1506,61,7531
2020-11-30,South Africa,Western Cape,1755,75,1674,6,7725
2020-12-01,India,Maharashtra,2956,118,222,2616,7721
2020-12-01,India,Kerala,4643,227,2067,2349,9195
2020-12-01,India,Delhi,4186,6,2538,1642,5388
2020-12-01,USA,New York,1772,23,683,1066,6152
2020-12-01,USA,California,4092,184,1591,2317,10455
2020-12-01,USA,Texas,3750,100,2465,1185,7457
2020-12-01,Brazil,São Paulo,4027,122,2297,1608,9702
2020-12-01,Brazil,Rio de Janeiro,2035,9,1262,764,4792
2020-12-01,Brazil,Bahia,2,0,2,0,1821
2020-12-01,Italy,Lombardy,91,2,0,89,6062
2020-12-01,Italy,Lazio,3645,97,2984,564,7258
2020-12-01,Italy,Veneto,796,3,376,417,5323
2020-12-01,South Africa,Gauteng,1562,54,763,745,3808
2020-12-01,South Africa,KwaZulu-Natal,2293,53,91,2149,8166
2020-12-01,South Africa,Western Cape,286,14,61,211,6234
2020-12-02,India,Maharashtra,1161,16,935,210,5514
2020-12-02,India,Kerala,985,40,762,183,2482
2020-12-02,India,Delhi,3903,44,58,3801,6747
2020-12-02,USA,New York,705,15,466,224,6180
2020-12-02,USA,California,2212,2,1964,246,4248
2020-12-02,USA,Texas,1255,13,133,1109,8768
2020-12-02,Brazil,São Paulo,3091,7,152,2932,12240
2020-12-02,Brazil,Rio de Janeiro,3542,119,1689,1734,7409
2020-12-02,Brazil,Bahia,108,4,5,99,2140
2020-12-02,Italy,Lombardy,2300,90,1153,1057,11150
2020-12-02,Italy,Lazio,1660,34,49,1577,7115
2020-12-02,Italy,Veneto,1540,30,1412,98,9879
2020-12-02,South Africa,Gauteng,15,0,13,2,9019
2020-12-02,South Africa,KwaZulu-Natal,1896,91,1737,68,3670
2020-12-02,South Africa,Western Cape,2347,46,362,1939,9364
2020-12-03,India,Maharashtra,3737,120,2230,1387,7422
2020-12-03,India,Kerala,3057,95,2256,706,12916
2020-12-03,India,Delhi,1193,20,710,463,8861
2020-12-03,USA,New York,1425,51,762,612,10084
2020-12-03,USA,California,2846,74,604,2168,11948
2020-12-03,USA,Texas,4442,104,2951,1387,12515
2020-12-03,Brazil,São Paulo,708,16,140,552,7160
2020-12-03,Brazil,Rio de Janeiro,2938,119,1846,973,12772
2020-12-03,Brazil,Bahia,1345,5,703,637,10641
2020-12-03,Italy,Lombardy,1188,38,699,451,11038
2020-12-03,Italy,Lazio,1306,17,421,868,8799
2020-12-03,Italy,Veneto,669,26,114,529,9883
2020-12-03,South Africa,Gauteng,4456,10,4256,190,7156
2020-12-03,South Africa,KwaZulu-Natal,4714,1,2086,2627,8412
2020-12-03,South Africa,Western Cape,1857,87,1453,317,8343
2020-12-04,India,Maharashtra,4007,29,1333,2645,11123
2020-12-04,India,Kerala,4492,101,4285,106,11927
2020-12-04,India,Delhi,1794,73,719,1002,9478
2020-12-04,USA,New York,871,14,655,202,9303
2020-12-04,USA,California,1275,24,1,1250,10540
2020-12-04,USA,Texas,883,31,147,705,3066
2020-12-04,Brazil,São Paulo,2511,30,1663,818,8473
2020-12-04,Brazil,Rio de Janeiro,1714,69,1307,338,4296
2020-12-04,Brazil,Bahia,1564,3,33,1528,3073
2020-12-04,Italy,Lombardy,2423,15,848,1560,6465
2020-12-04,Italy,Lazio,584,2,259,323,8999
2020-12-04,Italy,Veneto,974,27,366,581,8576
2020-12-04,South Africa,Gauteng,86,4,38,44,6708
2020-12-04,South Africa,KwaZulu-Natal,3176,95,853,2228,9153
2020-12-04,South Africa,Western Cape,3510,158,2415,937,12348
2020-12-05,India,Maharashtra,4860,10,4025,825,6376
2020-12-05,India,Kerala,4095,81,1439,2575,5603
2020-12-05,India,Delhi,2095,89,969,1037,9382
2020-12-05,USA,New York,4415,197,802,3416,12340
2020-12-05,USA,California,4809,158,2875,1776,13842
2020-12-05,USA,Texas,223,6,9,208,9209
2020-12-05,Brazil,São Paulo,711,30,258,423,10619
2020-12-05,Brazil,Rio de Janeiro,754,5,251,498,3294
2020-12-05,Brazil,Bahia,3724,97,3068,559,10251
2020-12-05,Italy,Lombardy,1977,77,961,939,3539
2020-12-05,Italy,Lazio,2644,79,2263,302,11036
2020-12-05,Italy,Veneto,1774,78,840,856,4329
2020-12-05,South Africa,Gauteng,84,1,75,8,1546
2020-12-05,South Africa,KwaZulu-Natal,4147,113,283,3751,13372
2020-12-05,South Africa,Western Cape,1484,59,562,863,8843
2020-12-06,India,Maharashtra,4388,167,399,3822,9536
2020-12-06,India,Kerala,4797,30,4233,534,13843
2020-12-06,India,Delhi,1424,57,600,767,5090
2020-12-06,USA,New York,326,9,307,10,6755
2020-12-06,USA,California,3495,28,2813,654,7031
2020-12-06,USA,Texas,629,12,493,124,9595
2020-12-06,Brazil,São Paulo,2040,0,793,1247,5933
2020-12-06,Brazil,Rio de Janeiro,3086,11,1238,1837,7078
2020-12-06,Brazil,Bahia,1830,43,1772,15,10913
2020-12-06,Italy,Lombardy,1873,91,910,872,4775
2020-12-06,Italy,Lazio,831,10,142,679,3993
2020-12-06,Italy,Veneto,4957,144,193,4620,13134
2020-12-06,South Africa,Gauteng,4064,93,3253,718,12108
2020-12-06,South Africa,KwaZulu-Natal,168,8,94,66,10072
2020-12-06,South Africa,Western Cape,871,26,485,360,2420
2020-12-07,India,Maharashtra,2284,55,1729,500,4380
2020-12-07,India,Kerala,533,2,269,262,7392
2020-12-07,India,Delhi,3888,102,2077,1709,8873
2020-12-07,USA,New York,1126,7,49,1070,4780
2020-12-07,USA,California,707,11,680,16,4926
2020-12-07,USA,Texas,3654,168,2236,1250,10770
2020-12-07,Brazil,São Paulo,4565,67,3914,584,6659
2020-12-07,Brazil,Rio de Janeiro,1519,74,846,599,4417
2020-12-07,Brazil,Bahia,4584,10,1902,2672,8900
2020-12-07,Italy,Lombardy,1207,19,272,916,8608
2020-12-07,Italy,Lazio,91,2,7,82,9450
2020-12-07,Italy,Veneto,99,0,67,32,5455
2020-12-07,South Africa,Gauteng,4797,135,72,4590,10766
2020-12-07,South Africa,KwaZulu-Natal,1122,20,499,603,9992
2020-12-07,South Africa,Western Cape,1749,24,1359,366,10527
2020-12-08,India,Maharashtra,3918,122,877,2919,6540
2020-12-08,India,Kerala,1412,49,1132,231,11282
2020-12-08,India,Delhi,580,4,130,446,9933
2020-12-08,USA,New York,1191,55,139,997,10017
2020-12-08,USA,California,4205,18,1349,2838,9252
2020-12-08,USA,Texas,3387,160,1481,1746,8079
2020-12-08,Brazil,São Paulo,2150,52,244,1854,10225
2020-12-08,Brazil,Rio de Janeiro,351,10,202,139,1804
2020-12-08,Brazil,Bahia,1577,47,800,730,9946
2020-12-08,Italy,Lombardy,4967,214,1840,2913,8053
2020-12-08,Italy,Lazio,3926,157,3237,532,13274
2020-12-08,Italy,Veneto,3330,165,3094,71,6906
2020-12-08,South Africa,Gauteng,1977,76,1067,834,7689
2020-12-08,South Africa,KwaZulu-Natal,4072,197,307,3568,12162
2020-12-08,South Africa,Western Cape,4913,7,3418,1488,6999
2020-12-09,India,Maharashtra,4601,21,1192,3388,6255
2020-12-09,India,Kerala,3027,71,1610,1346,8628
2020-12-09,India,Delhi,3805,166,3304,335,10399
2020-12-09,USA,New York,2486,107,2192,187,8845
2020-12-09,USA,California,2524,109,1924,491,11903
2020-12-09,USA,Texas,3995,98,3102,795,7243
2020-12-09,Brazil,São Paulo,3844,86,372,3386,12866
2020-12-09,Brazil,Rio de Janeiro,2805,136,2117,552,4836
2020-12-09,Brazil,Bahia,2061,80,549,1432,7505
2020-12-09,Italy,Lombardy,2367,76,2103,188,7099
2020-12-09,Italy,Lazio,2564,82,980,1502,6697
2020-12-09,Italy,Veneto,2855,78,785,1992,9343
2020-12-09,South Africa,Gauteng,4240,173,1685,2382,9803
2020-12-09,South Africa,KwaZulu-Natal,2161,76,1736,349,6246
2020-12-09,South Africa,Western Cape,1140,51,604,485,5252
2020-12-10,India,Maharashtra,2961,138,2264,559,9222
2020-12-10,India,Kerala,1674,59,1191,424,11195
2020-12-10,India,Delhi,1420,15,596,809,6467
2020-12-10,USA,New York,1685,76,1297,312,8212
2020-12-10,USA,California,1499,63,767,669,6523
2020-12-10,USA,Texas,3208,123,2937,148,8643
2020-12-10,Brazil,São Paulo,4654,117,4402,135,11247
2020-12-10,Brazil,Rio de Janeiro,1198,16,147,1035,6335
2020-12-10,Brazil,Bahia,1019,24,832,163,8459
2020-12-10,Italy,Lombardy,26,0,6,20,5200
2020-12-10,Italy,Lazio,4055,116,3828,111,9594
2020-12-10,Italy,Veneto,4187,145,1722,2320,8450
2020-12-10,South Africa,Gauteng,2176,6,1751,419,11196
2020-12-10,South Africa,KwaZulu-Natal,4876,27,3902,947,13038
2020-12-10,South Africa,Western Cape,3169,80,489,2600,6458
2020-12-11,India,Maharashtra,1483,15,740,728,3375
2020-12-11,India,Kerala,336,2,142,192,3096
2020-12-11,India,Delhi,4493,137,2198,2158,7580
2020-12-11,USA,New York,785,27,209,549,2439
2020-12-11,USA,California,4641,15,80,4546,7466
2020-12-11,USA,Texas,2765,70,1164,1531,10806
2020-12-11,Brazil,São Paulo,1971,29,451,1491,7341
2020-12-11,Brazil,Rio de Janeiro,4527,90,1936,2501,8012
2020-12-11,Brazil,Bahia,188,8,149,31,6377
2020-12-11,Italy,Lombardy,1801,21,1650,130,9080
2020-12-11,Italy,Lazio,1664,69,1262,333,2949
2020-12-11,Italy,Veneto,1313,11,1169,133,6732
2020-12-11,South Africa,Gauteng,3983,31,391,3561,9016
2020-12-11,South Africa,KwaZulu-Natal,3329,56,991,2282,11857
2020-12-11,South Africa,Western Cape,4993,42,1421,3530,9603
2020-12-12,India,Maharashtra,2289,13,12,2264,7201
2020-12-12,India,Kerala,2527,55,2374,98,9862
2020-12-12,India,Delhi,3654,54,951,2649,6298
2020-12-12,USA,New York,671,26,454,191,8921
2020-12-12,USA,California,1231,47,787,397,8459
2020-12-12,USA,Texas,188,8,69,111,4548
2020-12-12,Brazil,São Paulo,4026,111,3234,681,13610
2020-12-12,Brazil,Rio de Janeiro,2804,82,84,2638,11980
2020-12-12,Brazil,Bahia,4157,157,1588,2412,12401
2020-12-12,Italy,Lombardy,4968,52,3055,1861,8335
2020-12-12,Italy,Lazio,633,24,172,437,8252
2020-12-12,Italy,Veneto,1696,27,643,1026,8483
2020-12-12,South Africa,Gauteng,3318,70,1018,2230,9080
2020-12-12,South Africa,KwaZulu-Natal,1891,48,1229,614,10586
2020-12-12,South Africa,Western Cape,198,9,62,127,2257
2020-12-13,India,Maharashtra,3704,182,3277,245,5062
2020-12-13,India,Kerala,3185,146,1413,1626,10075
2020-12-13,India,Delhi,3120,5,2010,1105,11268
2020-12-13,USA,New York,3648,108,366,3174,11813
2020-12-13,USA,California,2088,44,468,1576,7497
2020-12-13,USA,Texas,3003,66,1960,977,6593
2020-12-13,Brazil,São Paulo,1380,28,1199,153,10853
2020-12-13,Brazil,Rio de Janeiro,4907,135,1603,3169,6501
2020-12-13,Brazil,Bahia,3124,93,196,2835,7869
2020-12-13,Italy,Lombardy,737,10,94,633,2557
2020-12-13,Italy,Lazio,2051,10,1075,966,7231
2020-12-13,Italy,Veneto,3711,38,1200,2473,7031
2020-12-13,South Africa,Gauteng,3570,71,761,2738,8323
2020-12-13,South Africa,KwaZulu-Natal,3354,79,682,2593,12882
2020-12-13,South Africa,Western Cape,547,7,94,446,2401
2020-12-14,India,Maharashtra,4690,167,1441,3082,10412
2020-12-14,India,Kerala,4488,120,3467,901,8239
2020-12-14,India,Delhi,1935,2,1654,279,6136
2020-12-14,USA,New York,4936,182,631,4123,7039
2020-12-14,USA,California,831,17,801,13,4759
2020-12-14,USA,Texas,4374,31,3789,554,11418
2020-12-14,Brazil,São Paulo,1465,19,1092,354,5525
2020-12-14,Brazil,Rio de Janeiro,2012,100,17,1895,8344
2020-12-14,Brazil,Bahia,1407,34,1051,322,2746
2020-12-14,Italy,Lombardy,4103,129,3665,309,6034
2020-12-14,Italy,Lazio,3226,34,684,2508,5018
2020-12-14,Italy,Veneto,3842,39,3467,336,7009
2020-12-14,South Africa,Gauteng,1981,77,1708,196,8997
2020-12-14,South Africa,KwaZulu-Natal,4701,200,2287,2214,13277
2020-12-14,South Africa,Western Cape,2013,58,358,1597,4813
2020-12-15,India,Maharashtra,2033,20,1310,703,3725
2020-12-15,India,Kerala,549,12,139,398,1558
2020-12-15,India,Delhi,2352,58,2166,128,11379
2020-12-15,USA,New York,3235,140,2217,878,10852
2020-12-15,USA,California,4301,119,2899,1283,11939
2020-12-15,USA,Texas,2059,67,1918,74,9738
2020-12-15,Brazil,São Paulo,1367,64,1023,280,4435
2020-12-15,Brazil,Rio de Janeiro,298,3,37,258,7319
2020-12-15,Brazil,Bahia,2444,14,1689,741,9712
2020-12-15,Italy,Lombardy,3079,76,1530,1473,4470
2020-12-15,Italy,Lazio,2576,124,813,1639,3838
2020-12-15,Italy,Veneto,1765,55,1587,123,5176
2020-12-15,South Africa,Gauteng,3685,151,3237,297,6976
2020-12-15,South Africa,KwaZulu-Natal,2473,50,1001,1422,5804
2020-12-15,South Africa,Western Cape,134,1,112,21,5277
2020-12-16,India,Maharashtra,3987,102,1910,1975,12608
2020-12-16,India,Kerala,3043,52,1897,1094,6179
2020-12-16,India,Delhi,3406,13,1005,2388,6790
2020-12-16,USA,New York,829,18,383,428,2699
2020-12-16,USA,California,2871,119,1583,1169,10971
2020-12-16,USA,Texas,639,18,363,258,10036
2020-12-16,Brazil,São Paulo,4518,122,331,4065,13373
2020-12-16,Brazil,Rio de Janeiro,555,11,339,205,4724
2020-12-16,Brazil,Bahia,2542,42,45,2455,5201
2020-12-16,Italy,Lombardy,1195,47,552,596,3176
2020-12-16,Italy,Lazio,202,8,55,139,9739
2020-12-16,Italy,Veneto,3041,6,1836,1199,10650
2020-12-16,South Africa,Gauteng,2736,117,1421,1198,9086
2020-12-16,South Africa,KwaZulu-Natal,2334,47,208,2079,11804
2020-12-16,South Africa,Western Cape,4797,31,3591,1175,13784
2020-12-17,India,Maharashtra,3550,131,148,3271,13528
2020-12-17,India,Kerala,4639,129,551,3959,8151
2020-12-17,India,Delhi,3095,84,2705,306,11301
2020-12-17,USA,New York,2188,18,582,1588,6404
2020-12-17,USA,California,763,24,282,457,8224
2020-12-17,USA,Texas,1804,5,90,1709,7766
2020-12-17,Brazil,São Paulo,99,1,24,74,7953
2020-12-17,Brazil,Rio de Janeiro,4663,49,3420,1194,8147
2020-12-17,Brazil,Bahia,3497,140,2327,1030,8677
2020-12-17,Italy,Lombardy,1725,0,135,1590,5402
2020-12-17,Italy,Lazio,306,8,247,51,2388
2020-12-17,Italy,Veneto,1794,59,339,1396,10879
2020-12-17,South Africa,Gauteng,935,5,685,245,9465
2020-12-17,South Africa,KwaZulu-Natal,2807,95,1920,792,8035
2020-12-17,South Africa,Western Cape,4727,142,4488,97,11143
2020-12-18,India,Maharashtra,2674,39,2415,220,12194
2020-12-18,India,Kerala,2285,103,1004,1178,6991
2020-12-18,India,Delhi,182,6,123,53,5641
2020-12-18,USA,New York,2688,130,1231,1327,11861
2020-12-18,USA,California,3315,13,2423,879,9235
2020-12-18,USA,Texas,2110,13,606,1491,6773
2020-12-18,Brazil,São Paulo,1793,31,950,812,5303
2020-12-18,Brazil,Rio de Janeiro,807,34,517,256,7754
2020-12-18,Brazil,Bahia,3380,102,1717,1561,9806
2020-12-18,Italy,Lombardy,2450,10,993,1447,6111
2020-12-18,Italy,Lazio,3941,169,271,3501,10084
2020-12-18,Italy,Veneto,466,13,207,246,8546
2020-12-18,South Africa,Gauteng,1261,53,969,239,2762
2020-12-18,South Africa,KwaZulu-Natal,2734,94,484,2156,8780
2020-12-18,South Africa,Western Cape,1930,62,1800,68,10988
2020-12-19,India,Maharashtra,3246,150,876,2220,10886
2020-12-19,India,Kerala,3523,60,1173,2290,8508
2020-12-19,India,Delhi,1350,43,326,981,7709
2020-12-19,USA,New York,4861,96,678,4087,7510
2020-12-19,USA,California,672,5,8,659,4130
2020-12-19,USA,Texas,4426,109,4035,282,6938
2020-12-19,Brazil,São Paulo,1244,3,4,1237,9964
2020-12-19,Brazil,Rio de Janeiro,1454,4,273,1177,7228
2020-12-19,Brazil,Bahia,3004,91,2728,185,5437
2020-12-19,Italy,Lombardy,331,5,158,168,6740
2020-12-19,Italy,Lazio,818,2,596,220,3167
2020-12-19,Italy,Veneto,323,0,98,225,4107
2020-12-19,South Africa,Gauteng,3201,125,440,2636,8580
2020-12-19,South Africa,KwaZulu-Natal,4860,74,4309,477,7034
2020-12-19,South Africa,Western Cape,2330,17,266,2047,10904
2020-12-20,India,Maharashtra,4965,218,2129,2618,8543
2020-12-20,India,Kerala,4217,24,4066,127,8883
2020-12-20,India,Delhi,2324,4,1611,709,8872
2020-12-20,USA,New York,1333,60,926,347,8210
2020-12-20,USA,California,4168,78,1202,2888,11739
2020-12-20,USA,Texas,3424,60,3253,111,9491
2020-12-20,Brazil,São Paulo,2675,53,985,1637,11232
2020-12-20,Brazil,Rio de Janeiro,1218,45,317,856,2820
2020-12-20,Brazil,Bahia,650,3,601,46,3578
2020-12-20,Italy,Lombardy,1209,6,919,284,4275
2020-12-20,Italy,Lazio,1223,46,150,1027,6851
2020-12-20,Italy,Veneto,2725,81,2372,272,7644
2020-12-20,South Africa,Gauteng,3945,111,1678,2156,6953
2020-12-20,South Africa,KwaZulu-Natal,4522,186,2478,1858,8958
2020-12-20,South Africa,Western Cape,3876,167,138,3571,10843
2020-12-21,India,Maharashtra,1282,50,392,840,7935
2020-12-21,India,Kerala,541,1,32,508,5672
2020-12-21,India,Delhi,3191,47,2038,1106,11785
2020-12-21,USA,New York,3256,82,1841,1333,6433
2020-12-21,USA,California,2678,108,1289,1281,6692
2020-12-21,USA,Texas,60,1,16,43,7872
2020-12-21,Brazil,São Paulo,763,31,342,390,4190
2020-12-21,Brazil,Rio de Janeiro,344,4,122,218,9745
2020-12-21,Brazil,Bahia,4947,126,2276,2545,9260
2020-12-21,Italy,Lombardy,1478,53,78,1347,2629
2020-12-21,Italy,Lazio,2955,87,2518,350,10066
2020-12-21,Italy,Veneto,2762,0,428,2334,11672
2020-12-21,South Africa,Gauteng,4104,51,864,3189,7525
2020-12-21,South Africa,KwaZulu-Natal,2723,129,1120,1474,12420
2020-12-21,South Africa,Western Cape,3200,135,2418,647,7422
2020-12-22,India,Maharashtra,3563,10,1863,1690,13527
2020-12-22,India,Kerala,2377,68,1869,440,4106
2020-12-22,India,Delhi,2330,42,73,2215,10003
2020-12-22,USA,New York,4827,160,514,4153,13601
2020-12-22,USA,California,3418,118,2493,807,8201
2020-12-22,USA,Texas,2581,57,1840,684,7917
2020-12-22,Brazil,São Paulo,2459,114,158,2187,7218
2020-12-22,Brazil,Rio de Janeiro,4747,65,3234,1448,10094
2020-12-22,Brazil,Bahia,35,0,2,33,4668
2020-12-22,Italy,Lombardy,3680,61,1626,1993,4716
2020-12-22,Italy,Lazio,3522,12,311,3199,9005
2020-12-22,Italy,Veneto,4384,208,3414,762,5651
2020-12-22,South Africa,Gauteng,4110,187,3254,669,10126
2020-12-22,South Africa,KwaZulu-Natal,4917,169,419,4329,14053
2020-12-22,South Africa,Western Cape,4752,54,4375,323,10463
2020-12-23,India,Maharashtra,949,15,398,536,7332
2020-12-23,India,Kerala,1451,69,1343,39,5732
2020-12-23,India,Delhi,116,5,54,57,2421
2020-12-23,USA,New York,2693,62,1965,666,4031
2020-12-23,USA,California,814,8,767,39,6044
2020-12-23,USA,Texas,1384,37,526,821,9192
2020-12-23,Brazil,São Paulo,1325,54,417,854,5010
2020-12-23,Brazil,Rio de Janeiro,2960,24,1182,1754,9030
2020-12-23,Brazil,Bahia,4442,177,561,3704,6690
2020-12-23,Italy,Lombardy,1274,15,6,1253,6198
2020-12-23,Italy,Lazio,540,24,276,240,4472
2020-12-23,Italy,Veneto,928,28,345,555,3917
2020-12-23,South Africa,Gauteng,4099,196,3420,483,13857
2020-12-23,South Africa,KwaZulu-Natal,3811,130,500,3181,12695
2020-12-23,South Africa,Western Cape,2279,100,341,1838,9115
2020-12-24,India,Maharashtra,753,22,180,551,8108
2020-12-24,India,Kerala,1550,69,512,969,2848
2020-12-24,India,Delhi,707,4,166,537,4095
2020-12-24,USA,New York,2802,41,2138,623,12564
2020-12-24,USA,California,1590,61,1293,236,8347
2020-12-24,USA,Texas,244,5,218,21,7621
2020-12-24,Brazil,São Paulo,3542,26,3306,210,12937
2020-12-24,Brazil,Rio de Janeiro,3296,54,686,2556,7411
2020-12-24,Brazil,Bahia,3960,198,2401,1361,6056
2020-12-24,Italy,Lombardy,1857,84,1599,174,10956
2020-12-24,Italy,Lazio,4566,197,3750,619,11911
2020-12-24,Italy,Veneto,2639,94,815,1730,4326
2020-12-24,South Africa,Gauteng,298,7,96,195,1358
2020-12-24,South Africa,KwaZulu-Natal,4677,90,140,4447,11780
2020-12-24,South Africa,Western Cape,2774,106,30,2638,8937
2020-12-25,India,Maharashtra,3796,21,549,3226,6368
2020-12-25,India,Kerala,4871,133,4599,139,7779
2020-12-25,India,Delhi,4856,34,3878,944,13955
2020-12-25,USA,New York,4534,141,2791,1602,7496
2020-12-25,USA,California,266,12,213,41,6460
2020-12-25,USA,Texas,2015,39,1099,877,9988
2020-12-25,Brazil,São Paulo,2403,4,436,1963,4302
2020-12-25,Brazil,Rio de Janeiro,2459,85,560,1814,7690
2020-12-25,Brazil,Bahia,3109,39,1149,1921,9678
2020-12-25,Italy,Lombardy,3375,19,2174,1182,10335
2020-12-25,Italy,Lazio,615,15,315,285,6527
2020-12-25,Italy,Veneto,3333,5,107,3221,9004
2020-12-25,South Africa,Gauteng,2684,47,381,2256,5935
2020-12-25,South Africa,KwaZulu-Natal,4300,154,820,3326,11239
2020-12-25,South Africa,Western Cape,928,6,270,652,7396
2020-12-26,India,Maharashtra,2607,31,748,1828,7085
2020-12-26,India,Kerala,4769,204,645,3920,9562
2020-12-26,India,Delhi,402,8,159,235,10270
2020-12-26,USA,New York,652,19,565,68,6526
2020-12-26,USA,California,822,25,770,27,2489
2020-12-26,USA,Texas,2555,107,380,2068,9015
2020-12-26,Brazil,São Paulo,2204,94,213,1897,5446
2020-12-26,Brazil,Rio de Janeiro,563,3,4,556,3313
2020-12-26,Brazil,Bahia,3907,10,1921,1976,10823
2020-12-26,Italy,Lombardy,3325,138,437,2750,8655
2020-12-26,Italy,Lazio,1300,31,167,1102,7773
2020-12-26,Italy,Veneto,1379,23,1328,28,4080
2020-12-26,South Africa,Gauteng,137,3,55,79,3212
